Area,School_Type,Total_School,Total_People,Male,Femal,Year
"Eichstätt, Landkreis",Gymnasien,4.0,2915.0,1508.0,41.0,2016
"Erding, Landkreis",Gymnasien,3.0,3202.0,1637.0,94.0,2016
"Freising, Landkreis",Gymnasien,5.0,3878.0,1998.0,171.0,2016
"Fürstenfeldbruck, Landkreis",Gymnasien,7.0,7547.0,3889.0,285.0,2016
"Garmisch-Partenkirchen, Landkreis",Gymnasien,4.0,2395.0,1261.0,85.0,2016
"Landsberg am Lech, Landkreis",Gymnasien,6.0,3454.0,1730.0,108.0,2016
"Miesbach, Landkreis",Gymnasien,4.0,2494.0,1217.0,93.0,2016
"Mühldorf a.Inn, Landkreis",Gymnasien,3.0,2311.0,1173.0,67.0,2016
"München, Landkreis",Gymnasien,15.0,14429.0,7006.0,743.0,2016
"Neuburg-Schrobenhausen, Landkreis",Gymnasien,2.0,1823.0,900.0,53.0,2016
"Pfaffenhofen a.d.Ilm, Landkreis",Gymnasien,2.0,1969.0,1051.0,47.0,2016
"Rosenheim, Landkreis",Gymnasien,6.0,4762.0,2401.0,192.0,2016
"Starnberg, Landkreis",Gymnasien,6.0,4982.0,2456.0,170.0,2016
"Traunstein, Landkreis",Gymnasien,7.0,4089.0,2147.0,163.0,2016
"Weilheim-Schongau, Landkreis",Gymnasien,4.0,3233.0,1692.0,97.0,2016
Landshut,Gymnasien,3.0,2741.0,1577.0,157.0,2016
Passau,Gymnasien,4.0,2098.0,1245.0,78.0,2016
Straubing,Gymnasien,4.0,2718.0,1486.0,73.0,2016
"Deggendorf, Landkreis",Gymnasien,4.0,2773.0,1450.0,63.0,2016
"Freyung-Grafenau, Landkreis",Gymnasien,3.0,1735.0,881.0,20.0,2016
"Kelheim, Landkreis",Gymnasien,3.0,2527.0,1383.0,69.0,2016
"Landshut, Landkreis",Gymnasien,3.0,1930.0,933.0,38.0,2016
"Passau, Landkreis",Gymnasien,4.0,2970.0,1475.0,84.0,2016
"Regen, Landkreis",Gymnasien,2.0,1420.0,791.0,29.0,2016
"Rottal-Inn, Landkreis",Gymnasien,3.0,2141.0,1150.0,68.0,2016
"Straubing-Bogen, Landkreis",Gymnasien,2.0,1333.0,618.0,12.0,2016
"Dingolfing-Landau, Landkreis",Gymnasien,2.0,1877.0,984.0,31.0,2016
Amberg,Gymnasien,4.0,2074.0,1176.0,32.0,2016
Regensburg,Gymnasien,9.0,6480.0,3360.0,331.0,2016
Weiden i.d.OPf.,Gymnasien,3.0,2300.0,1310.0,78.0,2016
"Amberg-Sulzbach, Landkreis",Gymnasien,1.0,658.0,308.0,12.0,2016
"Cham, Landkreis",Gymnasien,3.0,2304.0,1264.0,66.0,2016
"Neumarkt i.d.OPf., Landkreis",Gymnasien,3.0,3062.0,1643.0,69.0,2016
"Neustadt a.d.Waldnaab, Landkreis",Gymnasien,2.0,1314.0,660.0,17.0,2016
"Regensburg, Landkreis",Gymnasien,2.0,1862.0,887.0,61.0,2016
"Schwandorf, Landkreis",Gymnasien,5.0,3519.0,1869.0,59.0,2016
"Tirschenreuth, Landkreis",Gymnasien,2.0,753.0,396.0,12.0,2016
Bamberg,Gymnasien,8.0,6038.0,3268.0,140.0,2016
Bayreuth,Gymnasien,5.0,4258.0,2252.0,122.0,2016
Coburg,Gymnasien,4.0,2392.0,1261.0,61.0,2016
Hof,Gymnasien,3.0,2045.0,1084.0,86.0,2016
"Bayreuth, Landkreis",Gymnasien,1.0,727.0,393.0,6.0,2016
"Coburg, Landkreis",Gymnasien,1.0,644.0,334.0,8.0,2016
"Forchheim, Landkreis",Gymnasien,3.0,2667.0,1451.0,66.0,2016
"Hof, Landkreis",Gymnasien,2.0,1156.0,608.0,13.0,2016
"Kronach, Landkreis",Gymnasien,2.0,1505.0,830.0,15.0,2016
"Kulmbach, Landkreis",Gymnasien,2.0,1551.0,809.0,17.0,2016
"Lichtenfels, Landkreis",Gymnasien,2.0,1540.0,810.0,19.0,2016
"Wunsiedel i.Fichtelgebirge, Landkreis",Gymnasien,3.0,2112.0,1139.0,64.0,2016
Ansbach,Gymnasien,3.0,2269.0,1261.0,66.0,2016
Erlangen,Gymnasien,6.0,5003.0,2588.0,239.0,2016
Fürth,Gymnasien,3.0,3103.0,1655.0,166.0,2016
Nürnberg,Gymnasien,17.0,12394.0,6671.0,1031.0,2016
Schwabach,Gymnasien,2.0,1819.0,1020.0,36.0,2016
"Ansbach, Landkreis",Gymnasien,5.0,3264.0,1650.0,59.0,2016
"Erlangen-Höchstadt, Landkreis",Gymnasien,4.0,4246.0,2118.0,129.0,2016
"Fürth, Landkreis",Gymnasien,3.0,3063.0,1561.0,68.0,2016
"Nürnberger Land, Landkreis",Gymnasien,4.0,3871.0,1882.0,101.0,2016
"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",Gymnasien,4.0,2302.0,1235.0,50.0,2016
"Roth, Landkreis",Gymnasien,3.0,2485.0,1175.0,47.0,2016
"Weißenburg-Gunzenhausen, Landkreis",Gymnasien,3.0,2070.0,1039.0,59.0,2016
Aschaffenburg,Gymnasien,4.0,3580.0,2058.0,115.0,2016
Schweinfurt,Gymnasien,4.0,3028.0,1585.0,89.0,2016
Würzburg,Gymnasien,9.0,6520.0,3433.0,188.0,2016
"Aschaffenburg, Landkreis",Gymnasien,2.0,2775.0,1301.0,56.0,2016
"Bad Kissingen, Landkreis",Gymnasien,5.0,2377.0,1253.0,40.0,2016
"Rhön-Grabfeld, Landkreis",Gymnasien,3.0,1755.0,932.0,16.0,2016
"Haßberge, Landkreis",Gymnasien,2.0,1894.0,986.0,11.0,2016
"Kitzingen, Landkreis",Gymnasien,5.0,3747.0,1925.0,110.0,2016
"Miltenberg, Landkreis",Gymnasien,4.0,2726.0,1395.0,52.0,2016
"Main-Spessart, Landkreis",Gymnasien,5.0,2722.0,1448.0,48.0,2016
"Würzburg, Landkreis",Gymnasien,1.0,662.0,317.0,16.0,2016
Augsburg,Gymnasien,10.0,8075.0,4592.0,473.0,2016
Kaufbeuren,Gymnasien,2.0,1771.0,1016.0,47.0,2016
Kempten (Allgäu),Gymnasien,3.0,2570.0,1356.0,48.0,2016
Memmingen,Gymnasien,2.0,1554.0,859.0,51.0,2016
"Aichach-Friedberg, Landkreis",Gymnasien,3.0,2038.0,972.0,35.0,2016
"Augsburg, Landkreis",Gymnasien,5.0,4599.0,2044.0,139.0,2016
"Dillingen a.d.Donau, Landkreis",Gymnasien,4.0,2635.0,1406.0,51.0,2016
"Günzburg, Landkreis",Gymnasien,6.0,3699.0,1988.0,89.0,2016
"Neu-Ulm, Landkreis",Gymnasien,5.0,3472.0,1778.0,136.0,2016
"Lindau (Bodensee), Landkreis",Gymnasien,3.0,1878.0,979.0,92.0,2016
"Ostallgäu, Landkreis",Gymnasien,4.0,2648.0,1409.0,96.0,2016
"Unterallgäu, Landkreis",Gymnasien,4.0,2374.0,1205.0,44.0,2016
"Donau-Ries, Landkreis",Gymnasien,3.0,2762.0,1380.0,41.0,2016
"Oberallgäu, Landkreis",Gymnasien,3.0,1866.0,996.0,141.0,2016
"Saarbrücken, Regionalverband",Gymnasien,12.0,8306.0,4358.0,712.0,2016
"Saarbrücken, Landeshauptstadt",Gymnasien,8.0,6006.0,3118.0,601.0,2016
"Merzig-Wadern, Landkreis",Gymnasien,3.0,2690.0,1441.0,72.0,2016
"Neunkirchen, Landkreis",Gymnasien,4.0,2576.0,1335.0,82.0,2016
"Saarlouis, Landkreis",Gymnasien,7.0,5543.0,2928.0,257.0,2016
Saarpfalz-Kreis,Gymnasien,6.0,4165.0,2156.0,195.0,2016
"St. Wendel, Landkreis",Gymnasien,3.0,1618.0,859.0,41.0,2016
Berlin,Gymnasien,113.0,77060.0,40965.0,7581.0,2016
"Brandenburg an der Havel, kreisfreie Stadt",Gymnasien,4.0,1751.0,962.0,25.0,2016
"Cottbus, kreisfreie Stadt",Gymnasien,5.0,2253.0,1148.0,48.0,2016
"Frankfurt (Oder), kreisfreie Stadt",Gymnasien,2.0,1431.0,764.0,118.0,2016
"Potsdam, kreisfreie Stadt",Gymnasien,10.0,5264.0,2728.0,185.0,2016
"Barnim, Landkreis",Gymnasien,9.0,3948.0,2082.0,46.0,2016
"Dahme-Spreewald, Landkreis",Gymnasien,7.0,3756.0,2065.0,52.0,2016
"Elbe-Elster, Landkreis",Gymnasien,4.0,2017.0,1127.0,9.0,2016
"Havelland, Landkreis",Gymnasien,6.0,3949.0,2099.0,85.0,2016
"Märkisch-Oderland, Landkreis",Gymnasien,7.0,3498.0,1902.0,41.0,2016
"Oberhavel, Landkreis",Gymnasien,8.0,4176.0,2306.0,53.0,2016
"Oberspreewald-Lausitz, Landkreis",Gymnasien,3.0,1842.0,987.0,25.0,2016
"Oder-Spree, Landkreis",Gymnasien,8.0,3913.0,2136.0,157.0,2016
"Ostprignitz-Ruppin, Landkreis",Gymnasien,4.0,2017.0,1094.0,33.0,2016
"Potsdam-Mittelmark, Landkreis",Gymnasien,9.0,5104.0,2731.0,27.0,2016
"Prignitz, Landkreis",Gymnasien,3.0,1310.0,674.0,26.0,2016
"Spree-Neiße, Landkreis",Gymnasien,4.0,2111.0,1222.0,77.0,2016
"Teltow-Fläming, Landkreis",Gymnasien,6.0,3195.0,1692.0,55.0,2016
"Uckermark, Landkreis",Gymnasien,4.0,2027.0,1154.0,44.0,2016
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Gymnasien,10.0,4882.0,2529.0,260.0,2016
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Gymnasien,7.0,3092.0,1585.0,172.0,2016
"Mecklenburgische Seenplatte, Landkreis",Gymnasien,15.0,6214.0,3348.0,140.0,2016
Landkreis Rostock,Gymnasien,9.0,3961.0,2193.0,64.0,2016
"Vorpommern-Rügen, Landkreis",Gymnasien,7.0,3352.0,1808.0,66.0,2016
Landkreis Nordwestmecklenburg,Gymnasien,7.0,3283.0,1793.0,60.0,2016
"Vorpommern-Greifswald, Landkreis",Gymnasien,10.0,4494.0,2334.0,457.0,2016
Landkreis Ludwigslust-Parchim,Gymnasien,10.0,4130.0,2247.0,65.0,2016
"Chemnitz, Stadt",Gymnasien,10.0,4780.0,2463.0,244.0,2016
Erzgebirgskreis,Gymnasien,12.0,6687.0,3623.0,69.0,2016
"Mittelsachsen, Landkreis",Gymnasien,12.0,6873.0,3691.0,102.0,2016
Vogtlandkreis,Gymnasien,8.0,5032.0,2682.0,64.0,2016
"Zwickau, Landkreis",Gymnasien,16.0,8031.0,4300.0,299.0,2016
"Dresden, Stadt",Gymnasien,24.0,16173.0,8160.0,556.0,2016
"Bautzen, Landkreis",Gymnasien,11.0,7233.0,3871.0,31.0,2016
"Görlitz, Landkreis",Gymnasien,9.0,5107.0,2763.0,111.0,2016
"Meißen, Landkreis",Gymnasien,10.0,5916.0,3152.0,26.0,2016
"Sächsische Schweiz-Osterzgebirge, Landkreis",Gymnasien,7.0,5208.0,2821.0,26.0,2016
"Leipzig, Stadt",Gymnasien,22.0,14437.0,7386.0,976.0,2016
"Leipzig, Landkreis",Gymnasien,12.0,5780.0,3119.0,62.0,2016
"Nordsachsen, Landkreis",Gymnasien,7.0,4970.0,2633.0,47.0,2016
"Dessau-Roßlau, kreisfreie Stadt",Gymnasien,3.0,2206.0,1143.0,42.0,2016
"Halle (Saale), kreisfreie Stadt",Gymnasien,11.0,6705.0,3520.0,214.0,2016
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Gymnasien,10.0,6039.0,3042.0,229.0,2016
Altmarkkreis Salzwedel,Gymnasien,3.0,2012.0,1068.0,15.0,2016
"Anhalt-Bitterfeld, Landkreis",Gymnasien,4.0,3238.0,1714.0,41.0,2016
"Börde, Landkreis",Gymnasien,8.0,4505.0,2407.0,47.0,2016
Burgenlandkreis,Gymnasien,8.0,4497.0,2394.0,41.0,2016
"Harz, Landkreis",Gymnasien,11.0,5882.0,3098.0,73.0,2016
"Jerichower Land, Landkreis",Gymnasien,3.0,1789.0,951.0,24.0,2016
"Mansfeld-Südharz, Landkreis",Gymnasien,3.0,2548.0,1388.0,32.0,2016
Saalekreis,Gymnasien,6.0,4144.0,2187.0,33.0,2016
Salzlandkreis,Gymnasien,5.0,3955.0,2122.0,55.0,2016
"Stendal, Landkreis",Gymnasien,6.0,3014.0,1580.0,36.0,2016
"Wittenberg, Landkreis",Gymnasien,4.0,2921.0,1503.0,11.0,2016
"Erfurt, kreisfreie Stadt",Gymnasien,10.0,5834.0,3028.0,201.0,2016
"Gera, kreisfreie Stadt",Gymnasien,3.0,1682.0,954.0,34.0,2016
"Jena, kreisfreie Stadt",Gymnasien,7.0,3298.0,1560.0,139.0,2016
"Suhl, kreisfreie Stadt",Gymnasien,1.0,567.0,301.0,9.0,2016
"Weimar, kreisfreie Stadt",Gymnasien,4.0,1974.0,1036.0,49.0,2016
"Eisenach, kreisfreie Stadt",Gymnasien,3.0,1494.0,781.0,23.0,2016
"Eichsfeld, Kreis",Gymnasien,5.0,3126.0,1674.0,33.0,2016
"Nordhausen, Kreis",Gymnasien,3.0,1915.0,1032.0,31.0,2016
Wartburgkreis,Gymnasien,4.0,2290.0,1251.0,22.0,2016
Unstrut-Hainich-Kreis,Gymnasien,6.0,2958.0,1568.0,47.0,2016
Kyffhäuserkreis,Gymnasien,3.0,1399.0,725.0,41.0,2016
"Schmalkalden-Meiningen, Kreis",Gymnasien,6.0,2809.0,1544.0,44.0,2016
"Gotha, Kreis",Gymnasien,8.0,3904.0,2064.0,75.0,2016
"Sömmerda, Kreis",Gymnasien,3.0,1734.0,938.0,12.0,2016
"Hildburghausen, Kreis",Gymnasien,2.0,1093.0,609.0,3.0,2016
Ilm-Kreis,Gymnasien,4.0,2047.0,1081.0,29.0,2016
"Weimarer Land, Kreis",Gymnasien,3.0,1625.0,867.0,30.0,2016
"Sonneberg, Kreis",Gymnasien,2.0,1373.0,680.0,24.0,2016
"Saalfeld-Rudolstadt, Kreis",Gymnasien,4.0,2432.0,1378.0,35.0,2016
Saale-Holzland-Kreis,Gymnasien,5.0,1824.0,982.0,14.0,2016
Saale-Orla-Kreis,Gymnasien,4.0,1939.0,1084.0,23.0,2016
"Greiz, Kreis",Gymnasien,4.0,2180.0,1170.0,34.0,2016
"Altenburger Land, Kreis",Gymnasien,5.0,2200.0,1165.0,66.0,2016
"Flensburg, kreisfreie Stadt",Gymnasien,5.0,3394.0,1804.0,105.0,2017
"Kiel, Landeshauptstadt, kreisfreie Stadt",Gymnasien,11.0,7222.0,3760.0,323.0,2017
"Lübeck, Hansestadt, kreisfreie Stadt",Gymnasien,7.0,5269.0,2827.0,179.0,2017
"Neumünster, kreisfreie Stadt",Gymnasien,4.0,3144.0,1648.0,54.0,2017
"Dithmarschen, Landkreis",Gymnasien,6.0,3681.0,2027.0,89.0,2017
"Herzogtum Lauenburg, Landkreis",Gymnasien,5.0,4372.0,2318.0,114.0,2017
"Nordfriesland, Landkreis",Gymnasien,6.0,4140.0,2219.0,105.0,2017
"Ostholstein, Landkreis",Gymnasien,8.0,4557.0,2407.0,53.0,2017
"Pinneberg, Landkreis",Gymnasien,12.0,9862.0,5099.0,306.0,2017
"Plön, Landkreis",Gymnasien,4.0,2840.0,1492.0,30.0,2017
"Rendsburg-Eckernförde, Landkreis",Gymnasien,10.0,6280.0,3211.0,201.0,2017
"Schleswig-Flensburg, Landkreis",Gymnasien,4.0,3260.0,1778.0,53.0,2017
"Segeberg, Landkreis",Gymnasien,10.0,7582.0,4051.0,176.0,2017
"Steinburg, Landkreis",Gymnasien,4.0,3333.0,1744.0,113.0,2017
"Stormarn, Landkreis",Gymnasien,9.0,7425.0,3867.0,142.0,2017
Hamburg,Gymnasien,74.0,55348.0,28633.0,3916.0,2017
"Braunschweig, kreisfreie Stadt",Gymnasien,10.0,8670.0,4486.0,272.0,2017
"Salzgitter, kreisfreie Stadt",Gymnasien,3.0,2366.0,1218.0,381.0,2017
"Wolfsburg, kreisfreie Stadt",Gymnasien,6.0,4462.0,2334.0,264.0,2017
"Gifhorn, Landkreis",Gymnasien,5.0,4483.0,2432.0,80.0,2017
"Goslar, Landkreis",Gymnasien,8.0,3406.0,1769.0,233.0,2017
"Helmstedt, Landkreis",Gymnasien,3.0,2268.0,1156.0,92.0,2017
"Northeim, Landkreis",Gymnasien,6.0,4631.0,2454.0,144.0,2017
"Peine, Landkreis",Gymnasien,4.0,3843.0,2009.0,144.0,2017
"Wolfenbüttel, Landkreis",Gymnasien,3.0,2690.0,1392.0,56.0,2017
"Göttingen, Landkreis",Gymnasien,13.0,9822.0,5170.0,522.0,2017
"Region Hannover, Landkreis",Gymnasien,46.0,37377.0,19426.0,2202.0,2017
"Hannover, Landeshauptstadt",Gymnasien,22.0,16316.0,8428.0,1138.0,2017
"Diepholz, Landkreis",Gymnasien,10.0,6595.0,3497.0,154.0,2017
"Hameln-Pyrmont, Landkreis",Gymnasien,6.0,4498.0,2432.0,252.0,2017
"Hildesheim, Landkreis",Gymnasien,11.0,8803.0,4646.0,283.0,2017
"Holzminden, Landkreis",Gymnasien,2.0,1062.0,531.0,99.0,2017
"Nienburg (Weser), Landkreis",Gymnasien,4.0,3681.0,1964.0,101.0,2017
"Schaumburg, Landkreis",Gymnasien,5.0,5047.0,2652.0,233.0,2017
"Celle, Landkreis",Gymnasien,6.0,5336.0,2895.0,213.0,2017
"Cuxhaven, Landkreis",Gymnasien,9.0,5809.0,3092.0,122.0,2017
"Harburg, Landkreis",Gymnasien,9.0,8118.0,4152.0,251.0,2017
"Lüchow-Dannenberg, Landkreis",Gymnasien,3.0,1382.0,733.0,31.0,2017
"Lüneburg, Landkreis",Gymnasien,8.0,6515.0,3384.0,173.0,2017
"Osterholz, Landkreis",Gymnasien,5.0,3625.0,1939.0,92.0,2017
"Rotenburg (Wümme), Landkreis",Gymnasien,7.0,5172.0,2696.0,131.0,2017
"Heidekreis, Landkreis",Gymnasien,5.0,4394.0,2326.0,106.0,2017
"Stade, Landkreis",Gymnasien,6.0,5599.0,2998.0,200.0,2017
"Uelzen, Landkreis",Gymnasien,3.0,2755.0,1486.0,103.0,2017
"Verden, Landkreis",Gymnasien,5.0,4442.0,2387.0,152.0,2017
"Delmenhorst, kreisfreie Stadt",Gymnasien,2.0,2063.0,1075.0,111.0,2017
"Emden, kreisfreie Stadt",Gymnasien,2.0,1746.0,934.0,74.0,2017
"Oldenburg (Oldenburg), kreisfreie Stadt",Gymnasien,7.0,6407.0,3433.0,218.0,2017
"Osnabrück, kreisfreie Stadt",Gymnasien,8.0,7848.0,4227.0,351.0,2017
"Wilhelmshaven, kreisfreie Stadt",Gymnasien,2.0,1567.0,855.0,65.0,2017
"Ammerland, Landkreis",Gymnasien,3.0,3766.0,2000.0,88.0,2017
"Aurich, Landkreis",Gymnasien,7.0,4644.0,2497.0,138.0,2017
"Cloppenburg, Landkreis",Gymnasien,5.0,4464.0,2480.0,88.0,2017
"Emsland, Landkreis",Gymnasien,12.0,10199.0,5645.0,303.0,2017
"Friesland, Landkreis",Gymnasien,3.0,2068.0,1132.0,51.0,2017
"Grafschaft Bentheim, Landkreis",Gymnasien,6.0,4260.0,2306.0,263.0,2017
"Leer, Landkreis",Gymnasien,3.0,3153.0,1746.0,100.0,2017
"Oldenburg, Landkreis",Gymnasien,3.0,2717.0,1415.0,79.0,2017
"Osnabrück, Landkreis",Gymnasien,7.0,7011.0,3793.0,181.0,2017
"Vechta, Landkreis",Gymnasien,5.0,4875.0,2674.0,96.0,2017
"Wesermarsch, Landkreis",Gymnasien,5.0,2894.0,1596.0,113.0,2017
"Wittmund, Landkreis",Gymnasien,3.0,1625.0,883.0,63.0,2017
"Bremen, kreisfreie Stadt",Gymnasien,11.0,10370.0,5175.0,861.0,2017
"Bremerhaven, kreisfreie Stadt",Gymnasien,1.0,1313.0,676.0,169.0,2017
"Düsseldorf, kreisfreie Stadt",Gymnasien,23.0,18926.0,9941.0,1926.0,2017
"Duisburg, kreisfreie Stadt",Gymnasien,12.0,10959.0,5752.0,1012.0,2017
"Essen, kreisfreie Stadt",Gymnasien,21.0,17896.0,9583.0,1950.0,2017
"Krefeld, kreisfreie Stadt",Gymnasien,9.0,6676.0,3443.0,478.0,2017
"Mönchengladbach, kreisfreie Stadt",Gymnasien,9.0,6922.0,3654.0,439.0,2017
"Mülheim an der Ruhr, kreisfreie Stadt",Gymnasien,5.0,4723.0,2320.0,280.0,2017
"Oberhausen, kreisfreie Stadt",Gymnasien,5.0,4896.0,2640.0,407.0,2017
"Remscheid, kreisfreie Stadt",Gymnasien,4.0,3080.0,1602.0,176.0,2017
"Solingen, kreisfreie Stadt",Gymnasien,4.0,3483.0,1834.0,235.0,2017
"Wuppertal, kreisfreie Stadt",Gymnasien,9.0,8675.0,4554.0,997.0,2017
"Kleve, Kreis",Gymnasien,11.0,7855.0,4178.0,484.0,2017
"Mettmann, Kreis",Gymnasien,17.0,13972.0,7333.0,760.0,2017
Rhein-Kreis Neuss,Gymnasien,17.0,16516.0,8600.0,856.0,2017
"Viersen, Kreis",Gymnasien,11.0,9577.0,5055.0,415.0,2017
"Wesel, Kreis",Gymnasien,14.0,11891.0,6271.0,513.0,2017
"Bonn, kreisfreie Stadt",Gymnasien,19.0,15031.0,7742.0,847.0,2017
"Köln, kreisfreie Stadt",Gymnasien,36.0,31178.0,16432.0,2672.0,2017
"Leverkusen, kreisfreie Stadt",Gymnasien,5.0,5749.0,3055.0,348.0,2017
Städteregion Aachen (einschl. Stadt Aachen),Gymnasien,22.0,17088.0,8888.0,1056.0,2017
"Aachen, krfr. Stadt",Gymnasien,12.0,9183.0,4795.0,663.0,2017
"Düren, Kreis",Gymnasien,10.0,7568.0,4143.0,354.0,2017
Rhein-Erft-Kreis,Gymnasien,14.0,14821.0,7656.0,561.0,2017
"Euskirchen, Kreis",Gymnasien,9.0,6818.0,3596.0,194.0,2017
"Heinsberg, Kreis",Gymnasien,7.0,6843.0,3610.0,300.0,2017
Oberbergischer Kreis,Gymnasien,11.0,8371.0,4524.0,215.0,2017
Rheinisch-Bergischer Kreis,Gymnasien,10.0,9474.0,4848.0,283.0,2017
Rhein-Sieg-Kreis,Gymnasien,22.0,19011.0,9974.0,757.0,2017
"Bottrop, kreisfreie Stadt",Gymnasien,3.0,2935.0,1536.0,100.0,2017
"Gelsenkirchen, kreisfreie Stadt",Gymnasien,7.0,5163.0,2731.0,624.0,2017
"Münster, kreisfreie Stadt",Gymnasien,14.0,11932.0,6236.0,498.0,2017
"Borken, Kreis",Gymnasien,12.0,10245.0,5582.0,356.0,2017
"Coesfeld, Kreis",Gymnasien,10.0,6304.0,3349.0,218.0,2017
"Recklinghausen, Kreis",Gymnasien,19.0,15619.0,8269.0,643.0,2017
"Steinfurt, Kreis",Gymnasien,15.0,12835.0,6926.0,316.0,2017
"Warendorf, Kreis",Gymnasien,11.0,8579.0,4743.0,232.0,2017
"Bielefeld, kreisfreie Stadt",Gymnasien,11.0,9744.0,5170.0,487.0,2017
"Gütersloh, Kreis",Gymnasien,12.0,11222.0,6019.0,426.0,2017
"Herford, Kreis",Gymnasien,8.0,7034.0,3819.0,261.0,2017
"Höxter, Kreis",Gymnasien,9.0,5475.0,3007.0,82.0,2017
"Lippe, Kreis",Gymnasien,12.0,9349.0,5068.0,331.0,2017
"Minden-Lübbecke, Kreis",Gymnasien,10.0,9052.0,4834.0,330.0,2017
"Paderborn, Kreis",Gymnasien,9.0,8359.0,4667.0,174.0,2017
"Bochum, kreisfreie Stadt",Gymnasien,10.0,8808.0,4594.0,713.0,2017
"Dortmund, kreisfreie Stadt",Gymnasien,16.0,14381.0,7482.0,1536.0,2017
"Hagen, kreisfreie Stadt",Gymnasien,7.0,5214.0,2714.0,391.0,2017
"Hamm, kreisfreie Stadt",Gymnasien,6.0,4168.0,2168.0,206.0,2017
"Herne, kreisfreie Stadt",Gymnasien,5.0,3805.0,1947.0,348.0,2017
Ennepe-Ruhr-Kreis,Gymnasien,10.0,8639.0,4459.0,417.0,2017
Hochsauerlandkreis,Gymnasien,11.0,7827.0,4299.0,353.0,2017
Märkischer Kreis,Gymnasien,14.0,10998.0,5858.0,624.0,2017
"Olpe, Kreis",Gymnasien,6.0,4610.0,2545.0,129.0,2017
"Siegen-Wittgenstein, Kreis",Gymnasien,13.0,8124.0,4447.0,320.0,2017
"Soest, Kreis",Gymnasien,15.0,10630.0,5738.0,426.0,2017
"Unna, Kreis",Gymnasien,14.0,10748.0,5708.0,387.0,2017
"Darmstadt, kreisfreie Stadt",Gymnasien,12.0,8161.0,4215.0,521.0,2017
"Frankfurt am Main, kreisfreie Stadt",Gymnasien,33.0,22054.0,11469.0,2554.0,2017
"Offenbach am Main, kreisfreie Stadt",Gymnasien,5.0,3923.0,2222.0,709.0,2017
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Gymnasien,11.0,9399.0,4866.0,656.0,2017
"Bergstraße, Landkreis",Gymnasien,13.0,8551.0,4529.0,474.0,2017
"Darmstadt-Dieburg, Landkreis",Gymnasien,15.0,8790.0,4559.0,463.0,2017
"Groß-Gerau, Landkreis",Gymnasien,8.0,6677.0,3480.0,547.0,2017
Hochtaunuskreis,Gymnasien,14.0,10935.0,5590.0,752.0,2017
Main-Kinzig-Kreis,Gymnasien,11.0,11881.0,6236.0,593.0,2017
Main-Taunus-Kreis,Gymnasien,13.0,8963.0,4429.0,648.0,2017
Odenwaldkreis,Gymnasien,4.0,2875.0,1515.0,125.0,2017
"Offenbach, Landkreis",Gymnasien,15.0,11221.0,5802.0,703.0,2017
Rheingau-Taunus-Kreis,Gymnasien,12.0,6310.0,3300.0,253.0,2017
Wetteraukreis,Gymnasien,16.0,11985.0,6298.0,522.0,2017
"Gießen, Landkreis",Gymnasien,11.0,6840.0,3641.0,280.0,2017
Lahn-Dill-Kreis,Gymnasien,9.0,5996.0,3184.0,227.0,2017
"Limburg-Weilburg, Landkreis",Gymnasien,7.0,5044.0,2714.0,132.0,2017
"Marburg-Biedenkopf, Landkreis",Gymnasien,12.0,7392.0,3941.0,271.0,2017
Vogelsbergkreis,Gymnasien,6.0,2633.0,1398.0,70.0,2017
"Kassel, kreisfreie Stadt",Gymnasien,10.0,6257.0,3349.0,375.0,2017
"Fulda, Landkreis",Gymnasien,11.0,5788.0,3199.0,168.0,2017
"Hersfeld-Rotenburg, Landkreis",Gymnasien,9.0,2990.0,1584.0,85.0,2017
"Kassel, Landkreis",Gymnasien,11.0,5180.0,2825.0,189.0,2017
Schwalm-Eder-Kreis,Gymnasien,12.0,5898.0,3175.0,123.0,2017
"Waldeck-Frankenberg, Landkreis",Gymnasien,6.0,4399.0,2390.0,144.0,2017
Werra-Meißner-Kreis,Gymnasien,8.0,2435.0,1335.0,50.0,2017
"Koblenz, kreisfreie Stadt",Gymnasien,7.0,5593.0,2876.0,244.0,2017
"Ahrweiler, Landkreis",Gymnasien,6.0,4717.0,2521.0,137.0,2017
"Altenkirchen (Westerwald), Landkreis",Gymnasien,3.0,2828.0,1552.0,57.0,2017
"Bad Kreuznach, Landkreis",Gymnasien,7.0,5117.0,2775.0,228.0,2017
"Birkenfeld, Landkreis",Gymnasien,3.0,2021.0,1051.0,95.0,2017
"Cochem-Zell, Landkreis",Gymnasien,1.0,761.0,431.0,26.0,2017
"Mayen-Koblenz, Landkreis",Gymnasien,7.0,5757.0,3287.0,115.0,2017
"Neuwied, Landkreis",Gymnasien,5.0,4753.0,2546.0,178.0,2017
Rhein-Hunsrück-Kreis,Gymnasien,3.0,2289.0,1248.0,45.0,2017
Rhein-Lahn-Kreis,Gymnasien,7.0,3782.0,1974.0,95.0,2017
Westerwaldkreis,Gymnasien,7.0,5098.0,2677.0,178.0,2017
"Trier, kreisfreie Stadt",Gymnasien,6.0,4793.0,2563.0,253.0,2017
