area,total_Person,Single_Person,Two_Person,Three_Person,Four_Person,Five_Person,Six_Person,couples_without_a_child,couples_with_a_child,single_parents,people_sharing_an_apartment
      Weyher in der Pfalz,261,79,94,43,28,14,3,84,85,9,4
      Herxheim bei Landau/Pfalz,4368,1343,1427,814,569,174,41,1195,1359,399,72
      Herxheimweyher,224,45,78,47,33,9,12,75,83,18,3
      Insheim,860,200,304,175,124,38,19,270,303,73,14
      Rohrbach,676,200,237,118,81,16,24,189,214,67,6
      Billigheim-Ingenheim,1624,409,590,301,217,75,32,512,555,121,27
      Birkweiler,319,82,110,67,48,3,9,94,108,31,4
      Böchingen,305,63,118,56,49,13,6,114,107,18,3
      Eschbach,279,103,60,62,29,15,10,67,93,16,0
      Frankweiler,389,106,142,73,44,17,7,133,116,31,3
      Göcklingen,392,111,123,64,54,21,19,99,142,34,6
      Heuchelheim-Klingen,355,83,115,64,55,23,15,101,130,38,3
      Ilbesheim bei Landau i. d. Pf.,495,138,156,103,64,28,6,146,176,31,4
      Impflingen,322,84,105,53,41,30,9,104,115,16,3
      Knöringen,197,41,71,44,37,4,0,64,79,9,4
      Leinsweiler,208,62,80,31,26,3,6,78,50,12,6
      Ranschbach,258,52,90,59,38,13,6,62,107,30,7
      Siebeldingen,429,100,148,93,68,13,7,111,162,44,12
      Walsheim,226,52,68,40,50,13,3,56,96,22,0
      Kirrweiler Pfalz,848,223,278,172,124,36,15,252,296,71,6
      Maikammer,1870,588,605,296,271,72,38,494,560,185,43
      Sankt Martin,795,225,276,146,81,46,21,248,249,51,22
      Bornheim,582,112,219,115,102,22,12,188,233,43,6
      Essingen,862,161,332,176,134,35,24,296,325,68,12
      Hochstadt Pfalz,971,223,340,188,145,51,24,284,367,84,13
      Offenbach an der Queich,2585,738,855,462,390,93,47,707,869,210,61
      Bobenthal,151,37,57,15,31,3,8,45,51,12,6
      Bruchweiler-Bärenbach,660,139,235,155,110,15,6,201,238,70,12
      Bundenthal,457,85,178,104,51,29,10,152,172,31,17
      Busenberg,567,142,191,103,93,15,23,170,202,39,14
"      Dahn, St.",2031,691,667,332,242,77,22,569,562,185,24
      Erfweiler,516,148,165,100,82,15,6,134,186,38,10
      Erlenbach bei Dahn,151,33,58,12,23,22,3,44,51,16,7
      Fischbach bei Dahn,703,195,229,144,78,38,19,218,229,54,7
      Hirschthal,63,24,21,3,9,6,0,21,12,6,0
      Ludwigswinkel,481,165,202,68,28,18,0,181,94,38,3
      Niederschlettenbach,130,31,45,16,24,7,7,38,51,10,0
      Nothweiler,66,24,24,8,7,3,0,25,14,0,3
      Rumbach,205,55,82,38,21,6,3,67,59,24,0
      Schindhard,231,40,83,52,37,10,9,63,108,17,3
      Schönau Pfalz,219,76,79,32,29,3,0,81,44,15,3
      Darstein,86,24,26,13,20,0,3,23,36,0,3
      Dimbach,70,8,32,27,0,3,0,28,27,3,4
      Hauenstein,1755,537,555,337,205,99,22,449,562,186,21
      Hinterweidenthal,678,202,226,141,66,22,21,194,200,72,10
      Lug,272,68,87,50,39,15,13,83,90,28,3
      Schwanheim,253,68,84,25,47,13,16,75,82,19,9
      Spirkelbach,277,61,113,50,50,0,3,100,92,21,3
      Wilgartswiesen,442,103,189,80,51,6,13,170,131,27,11
      Bottenbach,309,76,125,57,33,12,6,127,93,10,3
      Eppenbrunn,627,154,217,140,94,15,7,194,221,46,12
      Hilst,164,51,43,31,24,12,3,41,63,9,0
      Kröppen,323,80,120,64,44,12,3,97,111,29,6
      Lemberg,1783,513,661,348,194,42,25,582,522,141,25
      Obersimten,274,64,118,41,41,10,0,104,88,18,0
      Ruppertsweiler,636,147,266,131,74,12,6,206,195,85,3
      Schweix,147,18,65,37,16,7,4,55,55,19,0
      Trulben,553,147,213,94,75,15,9,185,167,51,3
      Vinningen,734,198,229,167,102,32,6,191,282,56,7
      Clausen,606,153,193,144,88,25,3,182,218,50,3
      Donsieders,428,124,156,70,65,4,9,122,129,46,7
      Leimen,417,101,157,72,70,14,3,139,144,27,6
      Merzalben,541,141,200,102,70,22,6,169,175,52,4
      Münchweiler an der Rodalb,1265,327,438,283,170,40,7,390,436,97,15
"      Rodalben, St.",3221,1009,1085,604,368,110,45,932,947,290,43
      Höheischweiler,385,112,140,62,57,3,11,138,120,15,0
      Höhfröschen,389,101,134,91,45,9,9,115,118,55,0
      Maßweiler,418,87,138,88,67,26,12,124,171,36,0
      Nünschweiler,333,94,98,64,42,32,3,82,114,37,6
      Petersberg,380,91,139,75,44,16,15,120,135,31,3
      Reifenberg,344,82,124,94,27,10,7,103,114,42,3
      Rieschweiler-Mühlbach,907,250,298,157,143,47,12,277,319,61,0
      Thaleischweiler-Fröschen,1529,456,536,304,183,37,13,464,455,136,18
      Geiselberg,341,77,99,79,64,19,3,75,136,53,0
      Heltersberg,906,224,330,179,140,23,10,287,305,81,9
      Hermersberg,713,174,244,152,116,15,12,211,253,69,6
      Höheinöd,560,141,212,105,62,28,12,162,185,60,12
      Horbach,227,52,71,55,31,18,0,54,81,40,0
      Schmalenberg,334,78,116,60,61,13,6,107,128,21,0
      Steinalben,172,40,57,32,27,13,3,46,65,21,0
      Waldfischbach-Burgalben,2227,696,777,405,261,50,38,618,614,226,73
      Biedershausen,78,12,22,31,6,7,0,25,38,0,3
      Herschberg,343,74,107,101,37,18,6,90,141,32,6
      Hettenhausen,96,21,28,26,18,3,0,33,25,14,3
      Knopp-Labach,184,36,66,41,35,3,3,57,73,15,3
      Krähenberg,64,26,21,4,10,0,3,25,13,0,0
      Obernheim-Kirchenarnbach,641,119,200,149,90,47,36,166,270,76,10
      Saalstadt,154,37,54,45,18,0,0,47,51,16,3
      Schauerberg,73,15,26,13,12,7,0,13,29,10,6
      Schmitshausen,182,39,59,38,40,3,3,56,71,10,6
      Wallhalben,354,84,106,82,58,18,6,82,146,33,9
      Weselberg,537,118,167,88,123,35,6,131,222,45,21
      Winterbach Pfalz,220,57,72,49,29,7,6,69,69,22,3
      Althornbach,308,79,110,61,35,17,6,90,109,24,6
      Battweiler,300,57,104,74,46,16,3,85,127,19,12
      Bechhofen,972,242,352,191,135,25,27,305,316,85,24
      Contwig,2138,573,727,408,312,89,29,647,702,192,24
      Dellfeld,581,143,192,143,69,25,9,166,216,50,6
      Dietrichingen,160,37,62,29,23,6,3,49,55,16,3
      Großbundenbach,143,45,33,25,19,12,9,27,59,9,3
      Großsteinhausen,239,56,81,47,39,10,6,78,86,16,3
"      Hornbach, St.",687,230,212,127,78,21,19,167,205,73,12
      Käshofen,270,60,100,45,30,23,12,85,97,28,0
      Kleinbundenbach,177,26,77,40,25,6,3,64,62,22,3
      Kleinsteinhausen,321,83,94,70,47,24,3,81,132,25,0
      Mauschbach,112,22,24,22,32,9,3,27,60,0,3
      Riedelberg,200,46,70,36,31,11,6,49,75,21,9
      Rosenkopf,157,25,78,24,23,7,0,73,47,9,3
      Walshausen,145,37,49,28,25,0,6,52,47,9,0
      Wiesbach,212,50,80,41,35,3,3,52,72,34,4
      Bescheid,142,25,39,45,19,14,0,23,69,22,3
      Beuren Hochwald,373,78,129,84,55,17,10,109,144,35,7
      Damflos,271,56,86,70,34,22,3,89,108,15,3
      Geisfeld,212,45,59,43,53,6,6,46,96,19,6
      Grimburg,219,63,76,39,25,7,9,55,62,30,9
      Gusenburg,445,83,141,87,86,41,7,106,197,53,6
"      Hermeskeil, St.",2590,821,793,506,345,85,40,656,803,253,57
      Hinzert-Pölert,129,42,27,28,23,6,3,27,48,12,0
      Naurath Wald,89,21,38,9,18,0,3,29,24,12,3
      Neuhütten,344,90,108,71,59,10,6,92,140,22,0
      Rascheid,185,31,51,55,39,6,3,45,86,19,4
      Reinsfeld,935,234,309,182,150,38,22,266,328,98,9
      Züsch,272,75,76,58,44,19,0,61,101,28,7
      Baldringen,104,13,41,28,12,7,3,34,44,13,0
      Greimerath,414,95,137,99,56,18,9,111,154,36,18
      Heddert,111,29,33,22,18,6,3,39,43,0,0
      Hentern,164,44,39,42,36,3,0,29,71,14,6
      Kell am See,848,244,285,144,124,40,11,231,280,78,15
      Lampaden,215,41,62,43,57,6,6,51,102,12,9
      Mandern,377,107,119,73,58,10,10,103,136,31,0
      Paschel,95,23,26,22,15,6,3,32,34,6,0
      Schillingen,491,124,143,85,102,34,3,129,188,44,6
      Schömerich,40,6,14,8,8,4,0,15,16,0,3
      Vierherrenborn,78,12,36,9,15,6,0,30,24,9,3
      Waldweiler,348,90,105,82,52,10,9,89,136,30,3
      Zerf,619,148,195,97,112,45,22,156,246,57,12
      Kanzem,283,84,87,54,49,3,6,77,99,20,3
"      Konz, St.",7737,2470,2677,1323,866,264,137,2336,2215,566,150
      Nittel,1000,354,282,159,143,53,9,248,309,62,27
      Oberbillig,433,106,175,72,54,16,10,141,142,35,9
      Onsdorf,47,3,9,19,6,6,4,10,31,0,3
      Pellingen,425,105,147,89,63,9,12,134,161,22,3
      Tawern,1107,307,376,186,172,57,9,310,384,82,24
      Temmels,305,95,86,67,50,7,0,69,106,26,9
      Wasserliesch,973,269,327,173,154,44,6,278,324,87,15
      Wawern,257,71,77,63,35,7,4,83,79,21,3
      Wellen,341,115,109,55,46,13,3,104,95,27,0
      Wiltingen,584,154,161,106,95,48,20,126,229,51,24
      Bonerath,94,10,36,18,23,4,3,27,42,9,6
      Farschweiler,291,67,96,70,31,19,8,67,107,47,3
      Gusterath,818,209,292,145,127,35,10,275,263,61,10
      Gutweiler,295,101,92,56,36,3,7,89,82,20,3
      Herl,101,14,29,30,28,0,0,35,45,4,3
      Hinzenburg,65,18,13,21,10,3,0,10,34,3,0
      Holzerath,184,44,73,26,28,13,0,59,58,19,4
      Kasel,554,167,187,110,59,25,6,165,167,46,9
      Korlingen,354,100,137,45,53,13,6,130,107,17,0
      Lorscheid,206,34,58,46,55,9,4,54,99,16,3
      Mertesdorf,723,207,265,109,108,25,9,235,217,46,18
      Morscheid,363,66,119,85,53,27,13,98,150,46,3
      Ollmuth,66,18,19,14,15,0,0,19,29,0,0
      Osburg,906,207,267,181,184,48,19,221,392,83,3
      Pluwig,587,160,165,110,105,38,9,147,240,34,6
      Riveris,175,38,63,35,17,12,10,48,68,15,6
      Schöndorf,309,85,98,55,48,13,10,91,116,10,7
      Sommerau,40,12,16,3,6,3,0,16,9,3,0
      Thomm,439,99,160,72,90,15,3,148,153,30,9
      Waldrach,886,259,303,143,145,20,16,256,293,72,6
      Ayl,586,149,173,115,121,25,3,156,234,38,9
      Fisch,157,32,56,26,34,6,3,53,51,15,6
      Freudenburg,683,186,207,134,104,40,12,169,256,66,6
      Irsch,596,129,173,137,115,29,13,164,244,50,9
      Kastel-Staadt,166,52,48,15,30,15,6,45,66,3,0
      Kirf,330,79,101,58,45,31,16,87,134,24,6
      Mannebach,135,25,41,29,25,12,3,29,52,17,12
      Merzkirchen,266,64,91,42,51,9,9,81,90,28,3
      Ockfen,289,85,96,64,28,10,6,77,99,22,6
      Palzem,586,162,183,112,79,41,9,156,215,41,12
"      Saarburg, St.",2901,984,916,435,353,145,68,791,807,277,42
      Schoden,293,62,86,60,69,16,0,71,124,36,0
      Serrig,638,140,211,128,114,42,3,180,258,48,12
      Taben-Rodt,321,79,105,58,55,18,6,85,122,29,6
      Trassem,467,95,152,121,55,32,12,128,192,39,13
      Wincheringen,706,177,193,163,138,20,15,160,285,71,13
      Bekond,334,88,115,59,57,9,6,95,119,29,3
      Detzem,218,43,54,53,50,6,12,62,95,18,0
      Ensch,207,56,59,44,34,11,3,59,68,24,0
      Fell,1042,272,340,213,158,43,16,306,368,84,12
      Föhren,1181,358,392,194,175,37,25,335,380,90,18
      Kenn,1190,391,406,186,166,35,6,361,334,92,12
      Klüsserath,477,143,147,97,72,6,12,122,174,29,9
      Köwerich,147,28,64,20,22,13,0,53,45,18,3
      Leiwen,646,158,222,136,88,30,12,205,215,54,14
      Longen,35,7,13,6,3,0,6,13,15,0,0
      Longuich,584,184,198,102,63,22,15,167,174,44,15
      Mehring,936,251,322,172,132,40,19,282,324,63,16
      Naurath Eifel,153,40,48,31,22,6,6,48,53,9,3
      Pölich,127,23,36,12,40,12,4,37,58,6,3
      Riol,513,121,163,124,78,21,6,142,198,42,10
      Schleich,79,28,26,14,11,0,0,21,22,8,0
"      Schweich, St.",2982,928,1025,491,406,103,29,883,900,239,32
      Thörnich,79,12,30,19,9,3,6,27,28,9,3
      Aach,462,132,165,95,51,12,7,145,146,30,9
      Franzenheim,152,34,47,36,21,8,6,43,65,10,0
      Hockweiler,113,18,43,12,31,9,0,37,46,9,3
      Igel,893,266,277,153,147,40,10,242,316,54,15
      Kordel,972,302,348,156,113,35,18,276,282,94,18
      Langsur,731,207,235,124,120,27,18,193,231,79,21
      Newel,1185,283,379,267,191,49,16,332,430,120,20
      Ralingen,857,226,250,151,160,55,15,222,325,75,9
      Trierweiler,1524,465,495,253,201,73,37,443,484,111,21
      Welschbillig,1069,296,313,232,155,47,26,264,392,93,24
      Zemmer,1205,302,412,264,166,52,9,347,411,122,23
      Betteldorf,117,33,29,24,16,9,6,22,46,16,0
      Bleckhausen,157,38,77,16,16,10,0,65,39,15,0
      Brockscheid,105,39,33,20,10,3,0,27,33,6,0
      Darscheid,336,79,94,61,73,26,3,70,157,27,3
"      Daun, St.",3735,1300,1257,544,431,140,63,1081,1014,278,62
      Demerath,134,43,45,21,18,3,4,45,31,15,0
      Deudesfeld,181,56,68,30,23,0,4,58,50,14,3
      Dockweiler,298,81,107,47,37,19,7,101,92,18,6
      Dreis-Brück,385,120,114,64,57,18,12,101,139,25,0
      Ellscheid,108,40,31,18,13,3,3,24,34,10,0
      Gefell,41,12,7,13,3,6,0,10,19,0,0
      Gillenfeld,619,179,234,86,111,9,0,193,182,47,18
      Hinterweiler,114,30,51,15,9,6,3,42,24,12,6
      Hörscheid,60,22,22,9,7,0,0,16,16,6,0
      Immerath,108,32,26,21,20,0,9,26,47,3,0
      Kirchweiler,155,49,43,33,23,7,0,43,42,18,3
      Kradenbach,71,23,23,6,13,3,3,23,25,0,0
      Mehren,587,170,219,89,83,13,13,169,180,53,15
      Meisburg,104,24,35,26,15,4,0,31,34,15,0
      Mückeln,101,33,38,9,15,6,0,35,21,12,0
      Nerdlen,73,13,22,13,22,0,3,19,38,3,0
      Niederstadtfeld,202,46,68,39,41,8,0,65,82,6,3
      Oberstadtfeld,250,55,94,46,33,19,3,81,89,19,6
      Sarmersbach,73,12,15,27,16,3,0,18,43,0,0
      Saxler,30,9,3,6,6,6,0,3,18,0,0
      Schalkenmehren,295,116,92,36,26,19,6,84,75,14,6
      Schönbach,111,29,24,30,15,10,3,30,46,3,3
      Schutz,86,31,19,9,24,3,0,13,30,12,0
      Steineberg,101,22,46,15,15,0,3,42,30,7,0
      Steiningen,91,20,41,12,15,3,0,29,24,15,3
      Strohn,214,38,99,45,22,10,0,84,68,21,3
      Strotzbüsch,170,46,62,22,20,6,14,52,41,25,6
      Üdersdorf,463,97,191,87,70,18,0,140,150,57,19
      Udler,120,30,43,19,18,7,3,36,47,4,3
      Utzerath,74,25,26,10,3,7,3,19,20,7,3
      Wallenborn,192,57,58,25,43,6,3,54,59,19,3
      Weidenbach,142,39,56,20,16,11,0,46,41,6,10
      Winkel Eifel,51,3,40,4,4,0,0,37,4,4,3
      Berlingen,110,27,34,25,18,6,0,25,46,9,3
      Birresborn,556,167,192,95,51,32,19,150,170,53,16
      Densborn,245,62,88,51,31,6,7,73,86,12,12
      Duppach,131,42,40,21,15,10,3,31,37,15,6
"      Gerolstein, St.",3361,1044,1129,562,416,147,63,970,989,283,75
      Hohenfels-Essingen,140,36,52,19,21,9,3,52,38,14,0
      Kalenborn-Scheuern,178,41,56,27,32,3,19,46,69,19,3
      Kopp,98,33,36,20,6,3,0,39,26,0,0
      Mürlenbach,303,117,97,46,30,7,6,90,71,19,6
      Neroth,405,92,168,74,55,13,3,156,132,19,6
      Pelm,445,152,139,56,62,27,9,117,132,38,6
      Rockeskyll,108,28,47,6,14,10,3,41,30,6,3
      Salm,148,45,52,24,18,9,0,52,40,11,0
      Basberg,44,19,9,10,6,0,0,9,10,6,0
      Berndorf,243,73,69,37,36,22,6,63,98,9,0
      Dohm-Lammersdorf,66,9,19,19,16,3,0,19,23,12,3
"      Hillesheim, St.",1380,436,476,195,185,61,27,412,423,82,27
      Kerpen Eifel,230,71,72,45,30,12,0,63,78,12,6
      Nohn,187,55,52,33,38,0,9,36,77,15,4
      Oberbettingen,312,91,113,51,37,13,7,87,96,28,10
      Oberehe-Stroheich,140,33,50,22,25,10,0,39,42,23,3
      Üxheim,647,194,231,75,83,45,19,219,201,27,6
      Walsdorf,371,102,115,58,71,22,3,118,139,12,0
      Wiesbaum,271,58,93,47,43,21,9,93,106,11,3
      Arbach,56,12,26,6,8,4,0,26,18,0,0
      Beinhausen,37,9,16,9,0,3,0,9,12,4,3
      Bereborn,56,19,18,10,6,3,0,18,16,3,0
      Berenbach,75,24,24,9,15,3,0,21,27,3,0
      Bodenbach,111,29,38,12,22,6,4,28,41,7,6
      Bongard,109,25,37,26,18,3,0,28,44,8,4
      Borler,34,6,14,10,0,4,0,14,14,0,0
      Boxberg,90,15,24,20,22,9,0,18,47,7,3
      Brücktal,40,15,7,9,6,3,0,7,12,3,3
      Drees,65,13,22,15,3,9,3,19,21,9,3
      Gelenberg,29,3,6,7,10,0,3,6,20,0,0
      Gunderath,46,10,18,3,12,3,0,11,15,10,0
      Höchstberg,172,51,73,23,15,6,4,73,39,9,0
      Horperath,46,7,16,3,7,7,6,19,20,0,0
      Hörschhausen,62,18,25,16,0,3,0,25,19,0,0
      Kaperich,83,23,35,6,19,0,0,35,25,0,0
      Katzwinkel,67,13,32,7,9,3,3,32,15,7,0
      Kelberg,834,227,285,125,152,39,6,257,283,60,7
      Kirsbach,30,7,6,8,6,3,0,6,17,0,0
      Kolverath,63,18,12,14,15,4,0,16,29,0,0
      Kötterichen,50,24,4,9,10,0,3,8,15,3,0
      Lirstal,116,20,59,19,12,6,0,46,34,12,4
      Mannebach,107,27,44,9,18,9,0,35,36,3,6
      Mosbruch,63,15,27,18,3,0,0,17,21,7,3
      Neichen,63,15,20,12,10,3,3,20,25,3,0
      Nitz,15,6,3,3,3,0,0,0,6,3,0
      Oberelz,64,20,29,9,3,3,0,25,12,7,0
      Reimerath,23,4,8,3,4,4,0,4,11,0,4
      Retterath,145,48,50,20,14,6,7,36,43,15,3
      Sassen,39,16,9,7,7,0,0,9,11,3,0
      Uersfeld,300,95,85,57,54,9,0,68,107,27,3
      Ueß,22,6,10,3,3,0,0,6,6,4,0
      Welcherath,60,22,14,12,12,0,0,11,21,6,0
      Birgel,205,62,65,31,33,14,0,65,54,21,3
      Esch,218,64,84,27,28,12,3,77,64,13,0
      Feusdorf,259,71,103,43,30,6,6,107,64,14,3
      Hallschlag,207,59,66,42,22,18,0,56,69,23,0
      Jünkerath,757,256,283,115,73,21,9,243,182,73,3
      Kerschenbach,128,26,65,10,20,7,0,52,37,10,3
      Lissendorf,563,157,234,87,55,27,3,193,153,44,16
      Ormont,170,46,48,29,38,6,3,42,64,18,0
      Reuth,85,16,36,9,6,15,3,31,27,7,4
      Scheid,54,7,20,17,3,0,7,13,27,7,0
      Schüller,139,32,57,31,16,3,0,47,40,17,3
      Stadtkyll,656,203,225,107,82,24,15,194,183,60,16
      Steffeln,257,63,77,46,49,12,10,84,96,14,0
"      Bad Marienberg Ww., St.",2508,804,910,369,268,101,56,761,657,254,32
      Bölsberg,117,26,60,19,3,9,0,61,21,6,3
      Dreisbach,255,71,87,39,45,13,0,85,78,15,6
      Fehl-Ritzhausen,304,58,111,51,48,20,16,95,122,20,9
      Großseifen,236,51,85,46,42,3,9,72,100,9,4
      Hahn bei Marienberg,178,37,63,25,38,12,3,53,69,10,9
      Hardt,188,48,54,37,43,3,3,57,74,9,0
      Hof,498,127,150,102,84,32,3,139,187,39,6
      Kirburg,239,53,91,48,25,6,16,78,86,19,3
      Langenbach bei Kirburg,364,95,124,66,61,15,3,106,133,27,3
      Lautzenbrücken,150,40,43,37,11,16,3,26,58,23,3
      Mörlen,223,46,68,46,42,12,9,60,90,21,6
      Neunkhausen,415,73,121,108,69,23,21,98,199,36,9
      Nisterau,351,83,108,69,47,21,23,91,145,23,9
      Nistertal,532,157,185,81,81,9,19,152,155,53,15
      Norken,412,92,147,95,53,10,15,123,152,42,3
      Stockhausen-Illfurth,195,50,68,35,33,6,3,56,58,28,3
      Unnau,809,220,289,133,102,53,12,244,268,53,24
      Alpenrod,669,188,218,131,94,31,7,212,223,40,6
      Astert,108,30,34,20,9,12,3,41,31,6,0
      Atzelgift,283,84,99,38,44,7,11,90,97,9,3
      Borod,215,54,72,34,42,3,10,60,80,15,6
      Dreifelden,98,21,42,6,19,6,4,38,26,9,4
      Gehlert,241,65,65,48,48,9,6,75,82,16,3
      Giesenhausen,142,40,31,36,29,6,0,31,56,15,0
"      Hachenburg, St.",2717,980,922,380,288,95,52,738,687,258,54
      Hattert,709,158,264,110,132,36,9,210,239,88,14
      Heimborn,114,26,42,16,18,9,3,48,37,3,0
      Heuzert,56,9,18,19,7,3,0,13,22,12,0
      Höchstenbach,282,80,105,57,31,0,9,96,88,12,6
      Kroppach,286,93,104,49,28,3,9,105,73,12,3
      Kundert,115,19,39,30,21,3,3,33,54,6,3
      Limbach,176,49,52,31,23,15,6,43,59,22,3
      Linden,60,9,29,10,6,6,0,33,15,3,0
      Lochum,150,40,55,34,18,0,3,46,46,15,3
      Luckenbach,256,57,81,70,36,12,0,74,101,24,0
      Marzhausen,106,25,39,29,10,3,0,35,33,13,0
      Merkelbach,176,32,83,39,12,6,4,67,55,13,9
      Mörsbach,189,44,51,36,37,15,6,54,82,9,0
      Mudenbach,309,71,113,56,47,7,15,104,113,15,6
      Mündersbach,321,102,94,57,44,10,14,85,110,18,6
      Müschenbach,412,92,143,89,50,32,6,117,148,40,15
      Nister,434,136,163,78,42,6,9,128,122,36,12
      Roßbach,346,92,98,76,54,19,7,80,134,37,3
      Steinebach an der Wied,331,76,115,88,40,9,3,112,116,21,6
      Stein-Wingert,71,25,36,7,3,0,0,36,10,0,0
      Streithausen,206,38,69,47,34,15,3,61,93,7,7
      Wahlrod,342,95,115,54,44,22,12,100,107,37,3
      Welkenbach,66,17,42,4,3,0,0,39,7,3,0
      Wied,208,54,77,32,24,15,6,65,68,15,6
      Winkelbach,90,16,31,25,15,3,0,22,28,18,6
      Hilgert,646,175,239,100,111,17,4,213,201,48,9
      Hillscheid,1112,325,434,174,123,38,18,369,301,96,21
"      Höhr-Grenzhausen, St.",4061,1408,1301,579,519,178,76,1064,1191,334,64
      Kammerforst,119,43,19,38,19,0,0,25,42,9,0
      Boden,237,54,67,49,37,23,7,74,93,16,0
      Daubach,180,36,73,40,20,7,4,63,62,16,3
      Eitelborn,1085,286,402,209,142,34,12,345,340,99,15
      Gackenbach,225,59,91,39,26,6,4,73,69,21,3
      Girod,485,109,174,97,68,28,9,141,185,44,6
      Görgeshausen,329,71,114,43,82,10,9,105,134,16,3
      Großholbach,373,68,111,87,67,34,6,93,173,39,0
      Heilberscheid,274,76,89,36,37,33,3,81,93,21,3
      Heiligenroth,579,134,192,124,105,15,9,171,225,37,12
      Holler,446,113,151,114,53,9,6,136,164,27,6
      Horbach,248,67,65,52,42,16,6,47,98,30,6
      Hübingen,226,45,94,40,27,14,6,81,75,19,6
      Kadenbach,608,156,219,123,88,15,7,192,221,33,6
"      Montabaur, St.",5726,2003,1947,883,678,168,47,1529,1555,518,121
      Nentershausen,845,237,277,145,137,33,16,241,287,74,6
      Neuhäusel,888,222,329,165,125,32,15,287,310,63,6
      Niederelbert,715,208,244,113,110,28,12,224,235,42,6
      Niedererbach,431,107,154,78,77,12,3,141,146,34,3
      Nomborn,292,66,89,54,74,9,0,81,127,15,3
      Oberelbert,438,101,133,105,73,26,0,120,179,38,0
      Ruppach-Goldhausen,472,101,146,98,100,15,12,116,206,33,16
      Simmern,619,162,246,102,99,10,0,223,183,48,3
      Stahlhofen,281,52,105,48,60,13,3,89,111,26,3
      Untershausen,201,38,82,43,25,6,7,70,74,10,9
      Welschneudorf,410,107,159,77,57,6,4,124,135,32,12
      Alsbach,275,85,97,53,37,0,3,92,78,20,0
      Breitenau,281,78,92,55,43,4,9,81,96,26,0
      Caan,256,38,93,50,56,13,6,86,116,16,0
      Deesen,278,80,77,61,41,16,3,77,106,12,3
      Hundsdorf,166,52,30,38,34,9,3,30,74,10,0
      Nauort,973,247,316,209,153,41,7,283,337,93,13
      Oberhaid,163,33,72,21,22,12,3,63,49,15,3
"      Ransbach-Baumbach, St.",3109,961,941,542,419,153,93,766,1031,289,62
      Sessenbach,205,57,71,29,37,8,3,64,71,10,3
      Wirscheid,141,34,41,34,29,3,0,38,54,9,6
      Wittgert,257,59,75,57,60,3,3,67,99,22,10
      Bretthausen,75,15,29,16,12,3,0,25,28,7,0
      Elsoff Ww.,385,107,119,69,54,13,23,116,135,21,6
      Hellenhahn-Schellenberg,510,120,166,99,101,16,8,153,193,32,12
      Homberg,71,16,22,10,13,10,0,16,33,3,3
      Hüblingen,128,31,33,30,28,3,3,29,55,13,0
      Irmtraut,296,71,76,75,45,19,10,79,121,25,0
      Liebenscheid,336,75,120,66,41,28,6,105,131,25,0
      Neunkirchen,212,49,67,42,39,9,6,49,81,27,6
      Neustadt/Westerwald,230,50,71,40,53,13,3,59,99,16,6
      Niederroßbach,287,54,103,49,57,9,15,88,117,22,6
      Nister-Möhrendorf,133,33,64,10,7,9,10,55,30,12,3
      Oberrod,270,53,98,49,39,22,9,86,100,21,10
      Oberroßbach,119,36,40,22,12,6,3,30,39,11,3
      Rehe,370,78,130,59,45,27,31,106,144,27,15
"      Rennerod, St.",1645,476,521,300,216,84,48,432,578,131,28
      Salzburg,83,16,22,20,9,10,6,22,42,3,0
      Seck,493,123,167,92,72,33,6,146,179,39,6
      Stein-Neukirch,161,35,46,42,28,6,4,43,61,19,3
      Waigandshain,85,16,25,22,12,3,7,22,31,16,0
      Waldmühlen,133,27,30,28,23,25,0,24,59,20,3
      Westernohe,386,97,111,81,73,15,9,98,154,34,3
      Willingen,101,12,30,21,35,3,0,25,53,7,4
      Zehnhausen bei Rennerod,150,24,56,23,34,6,7,56,61,9,0
      Ellenhausen,117,23,36,26,20,9,3,36,49,9,0
      Ewighausen,99,20,37,27,12,0,3,34,42,3,0
      Freilingen,309,95,108,54,27,19,6,107,82,22,3
      Freirachdorf,259,53,94,54,31,21,6,88,93,22,3
      Goddert,183,55,48,42,25,3,10,45,68,15,0
      Hartenfels,307,67,93,50,72,19,6,83,141,16,0
      Herschbach,1196,295,455,224,145,47,30,369,372,134,26
      Krümmel,133,44,23,32,22,12,0,20,59,10,0
      Marienrachdorf,405,109,121,93,66,16,0,118,146,25,7
      Maroth,89,20,14,16,21,9,9,11,48,7,3
      Maxsain,430,121,142,74,62,19,12,123,149,27,10
      Nordhofen,214,46,83,34,31,9,11,84,72,12,0
      Quirnbach,203,42,74,32,43,9,3,78,74,9,0
      Rückeroth,217,68,72,33,29,9,6,59,70,13,7
      Schenkelberg,267,71,102,40,39,12,3,73,88,26,9
"      Selters Ww., St.",1170,363,360,196,150,51,50,283,373,117,34
      Sessenhausen,385,111,115,60,72,18,9,101,153,17,3
      Steinen,96,22,18,24,19,10,3,15,50,9,0
      Vielbach,235,53,91,41,29,12,9,78,81,23,0
      Weidenhahn,208,39,79,27,46,14,3,74,79,16,0
      Wölferlingen,213,55,74,43,29,3,9,61,78,16,3
      Arnshöfen,70,12,19,20,13,3,3,16,39,0,3
      Berod bei Wallmerod,217,56,66,54,29,9,3,63,85,13,0
      Bilkheim,188,39,63,42,30,11,3,57,83,9,0
      Dreikirchen,417,101,137,87,55,28,9,120,161,26,9
