Area,School_Type,Total_School,Total_People,Female,Foreigners,Year
"Bremen, kreisfreie Stadt",Fachgymnasien,6.0,946.0,504.0,74.0,2013
"Bremerhaven, kreisfreie Stadt",Fachgymnasien,3.0,216.0,115.0,8.0,2013
"Düsseldorf, kreisfreie Stadt",Fachgymnasien,8.0,1795.0,900.0,153.0,2013
"Duisburg, kreisfreie Stadt",Fachgymnasien,4.0,578.0,340.0,72.0,2013
"Essen, kreisfreie Stadt",Fachgymnasien,8.0,1010.0,489.0,65.0,2013
"Krefeld, kreisfreie Stadt",Fachgymnasien,3.0,957.0,452.0,48.0,2013
"Mönchengladbach, kreisfreie Stadt",Fachgymnasien,3.0,432.0,164.0,32.0,2013
"Mülheim an der Ruhr, kreisfreie Stadt",Fachgymnasien,1.0,118.0,41.0,5.0,2013
"Remscheid, kreisfreie Stadt",Fachgymnasien,2.0,197.0,87.0,22.0,2013
"Solingen, kreisfreie Stadt",Fachgymnasien,3.0,312.0,146.0,33.0,2013
"Wuppertal, kreisfreie Stadt",Fachgymnasien,3.0,246.0,54.0,35.0,2013
"Kleve, Kreis",Fachgymnasien,3.0,902.0,516.0,19.0,2013
"Mettmann, Kreis",Fachgymnasien,5.0,773.0,418.0,49.0,2013
Rhein-Kreis Neuss,Fachgymnasien,4.0,494.0,255.0,21.0,2013
"Viersen, Kreis",Fachgymnasien,2.0,248.0,156.0,9.0,2013
"Wesel, Kreis",Fachgymnasien,4.0,1015.0,505.0,72.0,2013
"Bonn, kreisfreie Stadt",Fachgymnasien,4.0,512.0,252.0,22.0,2013
"Köln, kreisfreie Stadt",Fachgymnasien,10.0,1352.0,773.0,191.0,2013
"Leverkusen, kreisfreie Stadt",Fachgymnasien,2.0,423.0,238.0,26.0,2013
Städteregion Aachen (einschl. Stadt Aachen),Fachgymnasien,5.0,588.0,226.0,27.0,2013
"Aachen, krfr. Stadt",Fachgymnasien,3.0,387.0,154.0,19.0,2013
"Düren, Kreis",Fachgymnasien,4.0,385.0,204.0,14.0,2013
Rhein-Erft-Kreis,Fachgymnasien,6.0,721.0,370.0,35.0,2013
"Euskirchen, Kreis",Fachgymnasien,2.0,252.0,161.0,4.0,2013
"Heinsberg, Kreis",Fachgymnasien,3.0,357.0,202.0,18.0,2013
Oberbergischer Kreis,Fachgymnasien,2.0,251.0,155.0,9.0,2013
Rheinisch-Bergischer Kreis,Fachgymnasien,2.0,260.0,144.0,9.0,2013
Rhein-Sieg-Kreis,Fachgymnasien,4.0,518.0,295.0,26.0,2013
"Bottrop, kreisfreie Stadt",Fachgymnasien,1.0,187.0,82.0,5.0,2013
"Gelsenkirchen, kreisfreie Stadt",Fachgymnasien,4.0,405.0,182.0,45.0,2013
"Münster, kreisfreie Stadt",Fachgymnasien,6.0,1146.0,587.0,34.0,2013
"Borken, Kreis",Fachgymnasien,8.0,1305.0,751.0,22.0,2013
"Coesfeld, Kreis",Fachgymnasien,4.0,813.0,462.0,16.0,2013
"Recklinghausen, Kreis",Fachgymnasien,9.0,1954.0,1081.0,84.0,2013
"Steinfurt, Kreis",Fachgymnasien,9.0,2381.0,1279.0,48.0,2013
"Warendorf, Kreis",Fachgymnasien,4.0,443.0,186.0,17.0,2013
"Bielefeld, kreisfreie Stadt",Fachgymnasien,5.0,695.0,435.0,58.0,2013
"Gütersloh, Kreis",Fachgymnasien,5.0,598.0,277.0,34.0,2013
"Herford, Kreis",Fachgymnasien,6.0,769.0,421.0,29.0,2013
"Höxter, Kreis",Fachgymnasien,4.0,413.0,219.0,16.0,2013
"Lippe, Kreis",Fachgymnasien,5.0,838.0,451.0,38.0,2013
"Minden-Lübbecke, Kreis",Fachgymnasien,3.0,619.0,359.0,22.0,2013
"Paderborn, Kreis",Fachgymnasien,5.0,634.0,349.0,19.0,2013
"Bochum, kreisfreie Stadt",Fachgymnasien,3.0,543.0,277.0,26.0,2013
"Dortmund, kreisfreie Stadt",Fachgymnasien,8.0,915.0,429.0,84.0,2013
"Hagen, kreisfreie Stadt",Fachgymnasien,3.0,363.0,189.0,22.0,2013
"Hamm, kreisfreie Stadt",Fachgymnasien,4.0,600.0,390.0,13.0,2013
"Herne, kreisfreie Stadt",Fachgymnasien,2.0,304.0,144.0,27.0,2013
Ennepe-Ruhr-Kreis,Fachgymnasien,2.0,297.0,156.0,30.0,2013
Hochsauerlandkreis,Fachgymnasien,6.0,691.0,474.0,25.0,2013
Märkischer Kreis,Fachgymnasien,6.0,948.0,519.0,55.0,2013
"Olpe, Kreis",Fachgymnasien,1.0,160.0,94.0,3.0,2013
"Siegen-Wittgenstein, Kreis",Fachgymnasien,3.0,507.0,273.0,34.0,2013
"Soest, Kreis",Fachgymnasien,6.0,775.0,443.0,27.0,2013
"Unna, Kreis",Fachgymnasien,5.0,675.0,289.0,29.0,2013
"Darmstadt, kreisfreie Stadt",Fachgymnasien,1.0,390.0,146.0,33.0,2013
"Frankfurt am Main, kreisfreie Stadt",Fachgymnasien,4.0,572.0,202.0,121.0,2013
"Offenbach am Main, kreisfreie Stadt",Fachgymnasien,2.0,392.0,131.0,101.0,2013
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,781.0,375.0,69.0,2013
"Bergstraße, Landkreis",Fachgymnasien,1.0,636.0,297.0,52.0,2013
"Darmstadt-Dieburg, Landkreis",Fachgymnasien,1.0,417.0,184.0,51.0,2013
"Groß-Gerau, Landkreis",Fachgymnasien,2.0,487.0,191.0,93.0,2013
Hochtaunuskreis,Fachgymnasien,4.0,580.0,265.0,48.0,2013
Main-Kinzig-Kreis,Fachgymnasien,4.0,1838.0,880.0,153.0,2013
Main-Taunus-Kreis,Fachgymnasien,1.0,392.0,129.0,21.0,2013
Odenwaldkreis,Fachgymnasien,1.0,283.0,116.0,25.0,2013
"Offenbach, Landkreis",Fachgymnasien,3.0,1062.0,585.0,116.0,2013
Wetteraukreis,Fachgymnasien,1.0,241.0,56.0,12.0,2013
"Gießen, Landkreis",Fachgymnasien,3.0,560.0,298.0,34.0,2013
Lahn-Dill-Kreis,Fachgymnasien,3.0,1039.0,470.0,91.0,2013
"Limburg-Weilburg, Landkreis",Fachgymnasien,3.0,1237.0,597.0,56.0,2013
"Marburg-Biedenkopf, Landkreis",Fachgymnasien,3.0,627.0,302.0,43.0,2013
Vogelsbergkreis,Fachgymnasien,2.0,427.0,216.0,15.0,2013
"Kassel, kreisfreie Stadt",Fachgymnasien,3.0,1307.0,663.0,164.0,2013
"Fulda, Landkreis",Fachgymnasien,4.0,816.0,380.0,32.0,2013
"Hersfeld-Rotenburg, Landkreis",Fachgymnasien,1.0,243.0,92.0,5.0,2013
"Waldeck-Frankenberg, Landkreis",Fachgymnasien,1.0,339.0,204.0,13.0,2013
Werra-Meißner-Kreis,Fachgymnasien,2.0,471.0,233.0,14.0,2013
"Koblenz, kreisfreie Stadt",Fachgymnasien,3.0,929.0,488.0,44.0,2013
"Ahrweiler, Landkreis",Fachgymnasien,1.0,157.0,49.0,6.0,2013
"Altenkirchen (Westerwald), Landkreis",Fachgymnasien,2.0,255.0,98.0,21.0,2013
"Bad Kreuznach, Landkreis",Fachgymnasien,2.0,357.0,137.0,47.0,2013
"Birkenfeld, Landkreis",Fachgymnasien,2.0,294.0,135.0,6.0,2013
"Mayen-Koblenz, Landkreis",Fachgymnasien,2.0,445.0,231.0,10.0,2013
"Neuwied, Landkreis",Fachgymnasien,2.0,580.0,288.0,43.0,2013
Rhein-Hunsrück-Kreis,Fachgymnasien,1.0,210.0,100.0,8.0,2013
Rhein-Lahn-Kreis,Fachgymnasien,1.0,277.0,112.0,16.0,2013
Westerwaldkreis,Fachgymnasien,2.0,647.0,354.0,27.0,2013
"Trier, kreisfreie Stadt",Fachgymnasien,4.0,954.0,507.0,28.0,2013
"Bernkastel-Wittlich, Landkreis",Fachgymnasien,1.0,219.0,50.0,6.0,2013
Eifelkreis Bitburg-Prüm,Fachgymnasien,1.0,155.0,115.0,1.0,2013
"Trier-Saarburg, Landkreis",Fachgymnasien,1.0,102.0,38.0,4.0,2013
"Kaiserslautern, kreisfreie Stadt",Fachgymnasien,2.0,594.0,287.0,27.0,2013
"Landau in der Pfalz, kreisfreie Stadt",Fachgymnasien,1.0,425.0,263.0,16.0,2013
"Ludwigshafen am Rhein, kreisfreie Stadt",Fachgymnasien,3.0,727.0,333.0,94.0,2013
"Mainz, kreisfreie Stadt",Fachgymnasien,3.0,983.0,434.0,140.0,2013
"Neustadt an der Weinstraße, kreisfreie Stadt",Fachgymnasien,1.0,301.0,61.0,13.0,2013
"Pirmasens, kreisfreie Stadt",Fachgymnasien,1.0,330.0,150.0,16.0,2013
Donnersbergkreis,Fachgymnasien,1.0,161.0,74.0,10.0,2013
"Germersheim, Landkreis",Fachgymnasien,1.0,140.0,67.0,17.0,2013
"Kusel, Landkreis",Fachgymnasien,1.0,178.0,70.0,3.0,2013
"Stuttgart, Landeshauptstadt, Stadtkreis",Fachgymnasien,18.0,2936.0,1522.0,514.0,2013
"Böblingen, Landkreis",Fachgymnasien,8.0,2073.0,1179.0,210.0,2013
"Esslingen, Landkreis",Fachgymnasien,9.0,2003.0,1119.0,191.0,2013
"Göppingen, Landkreis",Fachgymnasien,6.0,1354.0,787.0,115.0,2013
"Ludwigsburg, Landkreis",Fachgymnasien,7.0,2056.0,1165.0,288.0,2013
"Rems-Murr-Kreis, Landkreis",Fachgymnasien,12.0,2102.0,1089.0,239.0,2013
"Heilbronn, Universitätsstadt, Stadtkreis",Fachgymnasien,9.0,1860.0,1089.0,243.0,2013
"Heilbronn, Landkreis",Fachgymnasien,1.0,102.0,17.0,21.0,2013
"Hohenlohekreis, Landkreis",Fachgymnasien,4.0,1104.0,586.0,52.0,2013
"Schwäbisch Hall, Landkreis",Fachgymnasien,6.0,1295.0,789.0,66.0,2013
"Main-Tauber-Kreis, Landkreis",Fachgymnasien,6.0,1160.0,642.0,36.0,2013
"Heidenheim, Landkreis",Fachgymnasien,4.0,658.0,338.0,42.0,2013
"Ostalbkreis, Landkreis",Fachgymnasien,10.0,2095.0,1215.0,134.0,2013
"Baden-Baden, Stadtkreis",Fachgymnasien,3.0,335.0,171.0,22.0,2013
"Karlsruhe, Stadtkreis",Fachgymnasien,7.0,1302.0,712.0,129.0,2013
"Karlsruhe, Landkreis",Fachgymnasien,7.0,2247.0,1145.0,133.0,2013
"Rastatt, Landkreis",Fachgymnasien,5.0,1306.0,677.0,118.0,2013
"Heidelberg, Stadtkreis",Fachgymnasien,4.0,1185.0,618.0,105.0,2013
"Mannheim, Stadtkreis",Fachgymnasien,7.0,1421.0,805.0,290.0,2013
"Neckar-Odenwald-Kreis, Landkreis",Fachgymnasien,6.0,1063.0,556.0,44.0,2013
"Rhein-Neckar-Kreis, Landkreis",Fachgymnasien,12.0,2558.0,1307.0,215.0,2013
"Pforzheim, Stadtkreis",Fachgymnasien,4.0,1635.0,897.0,157.0,2013
"Calw, Landkreis",Fachgymnasien,5.0,813.0,441.0,57.0,2013
"Enzkreis, Landkreis",Fachgymnasien,3.0,168.0,78.0,14.0,2013
"Freudenstadt, Landkreis",Fachgymnasien,4.0,955.0,494.0,50.0,2013
"Freiburg im Breisgau, Stadtkreis",Fachgymnasien,9.0,2486.0,1400.0,116.0,2013
"Breisgau-Hochschwarzwald, Landkreis",Fachgymnasien,4.0,782.0,386.0,39.0,2013
"Emmendingen, Landkreis",Fachgymnasien,3.0,805.0,431.0,20.0,2013
"Ortenaukreis, Landkreis",Fachgymnasien,12.0,2839.0,1573.0,112.0,2013
"Rottweil, Landkreis",Fachgymnasien,4.0,951.0,491.0,44.0,2013
"Schwarzwald-Baar-Kreis, Landkreis",Fachgymnasien,8.0,1659.0,904.0,118.0,2013
"Tuttlingen, Landkreis",Fachgymnasien,2.0,595.0,328.0,51.0,2013
"Konstanz, Landkreis",Fachgymnasien,8.0,1969.0,1028.0,162.0,2013
"Lörrach, Landkreis",Fachgymnasien,5.0,1065.0,532.0,155.0,2013
"Waldshut, Landkreis",Fachgymnasien,5.0,877.0,489.0,76.0,2013
"Reutlingen, Landkreis",Fachgymnasien,6.0,1392.0,787.0,120.0,2013
"Tübingen, Landkreis",Fachgymnasien,6.0,1430.0,745.0,110.0,2013
"Zollernalbkreis, Landkreis",Fachgymnasien,5.0,1173.0,680.0,83.0,2013
"Ulm, Stadtkreis",Fachgymnasien,6.0,1991.0,1104.0,156.0,2013
"Alb-Donau-Kreis, Landkreis",Fachgymnasien,3.0,597.0,340.0,34.0,2013
"Biberach, Landkreis",Fachgymnasien,5.0,1199.0,726.0,28.0,2013
"Bodenseekreis, Landkreis",Fachgymnasien,7.0,1864.0,1030.0,103.0,2013
"Ravensburg, Landkreis",Fachgymnasien,8.0,2859.0,1636.0,111.0,2013
"Sigmaringen, Landkreis",Fachgymnasien,4.0,928.0,491.0,29.0,2013
Berlin,Fachgymnasien,19.0,3729.0,1799.0,327.0,2013
"Brandenburg an der Havel, kreisfreie Stadt",Fachgymnasien,1.0,208.0,114.0,1.0,2013
"Frankfurt (Oder), kreisfreie Stadt",Fachgymnasien,1.0,246.0,112.0,4.0,2013
"Barnim, Landkreis",Fachgymnasien,2.0,259.0,132.0,2.0,2013
"Dahme-Spreewald, Landkreis",Fachgymnasien,1.0,86.0,37.0,2.0,2013
"Oberhavel, Landkreis",Fachgymnasien,2.0,509.0,249.0,1.0,2013
"Oberspreewald-Lausitz, Landkreis",Fachgymnasien,1.0,121.0,51.0,1.0,2013
"Oder-Spree, Landkreis",Fachgymnasien,1.0,319.0,164.0,10.0,2013
"Ostprignitz-Ruppin, Landkreis",Fachgymnasien,1.0,145.0,88.0,3.0,2013
"Potsdam-Mittelmark, Landkreis",Fachgymnasien,1.0,151.0,78.0,1.0,2013
"Prignitz, Landkreis",Fachgymnasien,1.0,125.0,55.0,1.0,2013
"Rostock, Hanse- und Universitätsstadt, kreisfreie Stadt",Fachgymnasien,3.0,493.0,194.0,22.0,2013
"Schwerin, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,344.0,168.0,15.0,2013
"Mecklenburgische Seenplatte, Landkreis",Fachgymnasien,4.0,264.0,141.0,6.0,2013
Landkreis Rostock,Fachgymnasien,1.0,69.0,44.0,4.0,2013
"Vorpommern-Rügen, Landkreis",Fachgymnasien,2.0,339.0,157.0,2.0,2013
Landkreis Nordwestmecklenburg,Fachgymnasien,1.0,109.0,55.0,8.0,2013
"Vorpommern-Greifswald, Landkreis",Fachgymnasien,3.0,263.0,119.0,5.0,2013
Landkreis Ludwigslust-Parchim,Fachgymnasien,1.0,148.0,81.0,8.0,2013
"Chemnitz, Stadt",Fachgymnasien,4.0,489.0,268.0,32.0,2013
Erzgebirgskreis,Fachgymnasien,3.0,708.0,386.0,4.0,2013
"Mittelsachsen, Landkreis",Fachgymnasien,1.0,255.0,118.0,1.0,2013
Vogtlandkreis,Fachgymnasien,4.0,401.0,195.0,5.0,2013
"Zwickau, Landkreis",Fachgymnasien,3.0,483.0,266.0,15.0,2013
"Dresden, Stadt",Fachgymnasien,9.0,1154.0,671.0,63.0,2013
"Bautzen, Landkreis",Fachgymnasien,4.0,457.0,256.0,8.0,2013
"Görlitz, Landkreis",Fachgymnasien,2.0,433.0,258.0,5.0,2013
"Meißen, Landkreis",Fachgymnasien,4.0,539.0,287.0,8.0,2013
"Sächsische Schweiz-Osterzgebirge, Landkreis",Fachgymnasien,2.0,354.0,132.0,16.0,2013
"Leipzig, Stadt",Fachgymnasien,3.0,516.0,277.0,37.0,2013
"Leipzig, Landkreis",Fachgymnasien,3.0,358.0,169.0,3.0,2013
"Nordsachsen, Landkreis",Fachgymnasien,3.0,385.0,214.0,6.0,2013
"Dessau-Roßlau, kreisfreie Stadt",Fachgymnasien,1.0,228.0,131.0,4.0,2013
"Halle (Saale), kreisfreie Stadt",Fachgymnasien,1.0,256.0,139.0,17.0,2013
"Magdeburg, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,1.0,242.0,122.0,12.0,2013
Burgenlandkreis,Fachgymnasien,1.0,127.0,70.0,1.0,2013
"Harz, Landkreis",Fachgymnasien,1.0,176.0,91.0,2.0,2013
"Jerichower Land, Landkreis",Fachgymnasien,1.0,95.0,48.0,1.0,2013
Salzlandkreis,Fachgymnasien,1.0,112.0,67.0,3.0,2013
"Stendal, Landkreis",Fachgymnasien,1.0,274.0,176.0,2.0,2013
"Erfurt, kreisfreie Stadt",Fachgymnasien,3.0,506.0,304.0,14.0,2013
"Gera, kreisfreie Stadt",Fachgymnasien,1.0,70.0,41.0,1.0,2013
"Jena, kreisfreie Stadt",Fachgymnasien,3.0,157.0,85.0,1.0,2013
"Weimar, kreisfreie Stadt",Fachgymnasien,1.0,126.0,69.0,4.0,2013
"Eisenach, kreisfreie Stadt",Fachgymnasien,1.0,127.0,62.0,5.0,2013
Unstrut-Hainich-Kreis,Fachgymnasien,1.0,156.0,89.0,5.0,2013
Kyffhäuserkreis,Fachgymnasien,1.0,97.0,50.0,2.0,2013
"Sömmerda, Kreis",Fachgymnasien,1.0,74.0,35.0,2.0,2013
"Hildburghausen, Kreis",Fachgymnasien,1.0,152.0,70.0,2.0,2013
"Sonneberg, Kreis",Fachgymnasien,1.0,257.0,129.0,15.0,2013
"Flensburg, kreisfreie Stadt",Fachgymnasien,3.0,746.0,407.0,19.0,2014
"Kiel, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,5.0,1535.0,819.0,64.0,2014
"Lübeck, Hansestadt, kreisfreie Stadt",Fachgymnasien,4.0,1133.0,596.0,64.0,2014
"Neumünster, kreisfreie Stadt",Fachgymnasien,3.0,887.0,494.0,19.0,2014
"Dithmarschen, Landkreis",Fachgymnasien,1.0,382.0,210.0,9.0,2014
"Herzogtum Lauenburg, Landkreis",Fachgymnasien,1.0,605.0,344.0,24.0,2014
"Nordfriesland, Landkreis",Fachgymnasien,2.0,669.0,356.0,12.0,2014
"Ostholstein, Landkreis",Fachgymnasien,2.0,787.0,457.0,6.0,2014
"Pinneberg, Landkreis",Fachgymnasien,1.0,350.0,164.0,27.0,2014
"Plön, Landkreis",Fachgymnasien,1.0,315.0,158.0,4.0,2014
"Rendsburg-Eckernförde, Landkreis",Fachgymnasien,2.0,634.0,312.0,11.0,2014
"Schleswig-Flensburg, Landkreis",Fachgymnasien,1.0,686.0,371.0,21.0,2014
"Segeberg, Landkreis",Fachgymnasien,2.0,708.0,387.0,16.0,2014
"Steinburg, Landkreis",Fachgymnasien,1.0,332.0,197.0,9.0,2014
"Stormarn, Landkreis",Fachgymnasien,2.0,549.0,310.0,19.0,2014
Hamburg,Fachgymnasien,9.0,1785.0,798.0,205.0,2014
"Braunschweig, kreisfreie Stadt",Fachgymnasien,3.0,635.0,339.0,30.0,2014
"Salzgitter, kreisfreie Stadt",Fachgymnasien,2.0,388.0,204.0,41.0,2014
"Wolfsburg, kreisfreie Stadt",Fachgymnasien,2.0,344.0,154.0,17.0,2014
"Gifhorn, Landkreis",Fachgymnasien,1.0,370.0,182.0,11.0,2014
"Göttingen, Landkreis",Fachgymnasien,3.0,737.0,436.0,38.0,2014
"Goslar, Landkreis",Fachgymnasien,2.0,554.0,299.0,21.0,2014
"Northeim, Landkreis",Fachgymnasien,2.0,504.0,273.0,11.0,2014
"Osterode am Harz, Landkreis",Fachgymnasien,1.0,339.0,182.0,19.0,2014
"Peine, Landkreis",Fachgymnasien,1.0,187.0,89.0,15.0,2014
"Wolfenbüttel, Landkreis",Fachgymnasien,1.0,109.0,36.0,8.0,2014
"Region Hannover, Landkreis",Fachgymnasien,7.0,1862.0,901.0,89.0,2014
"Hannover, Landeshauptstadt",Fachgymnasien,4.0,874.0,456.0,51.0,2014
"Diepholz, Landkreis",Fachgymnasien,2.0,594.0,324.0,16.0,2014
"Hameln-Pyrmont, Landkreis",Fachgymnasien,3.0,741.0,396.0,26.0,2014
"Hildesheim, Landkreis",Fachgymnasien,5.0,1162.0,584.0,24.0,2014
"Holzminden, Landkreis",Fachgymnasien,1.0,220.0,104.0,5.0,2014
"Nienburg (Weser), Landkreis",Fachgymnasien,1.0,341.0,191.0,10.0,2014
"Schaumburg, Landkreis",Fachgymnasien,2.0,341.0,150.0,20.0,2014
"Celle, Landkreis",Fachgymnasien,3.0,637.0,318.0,4.0,2014
"Cuxhaven, Landkreis",Fachgymnasien,2.0,616.0,320.0,19.0,2014
"Harburg, Landkreis",Fachgymnasien,2.0,843.0,467.0,22.0,2014
"Lüchow-Dannenberg, Landkreis",Fachgymnasien,1.0,210.0,96.0,3.0,2014
"Lüneburg, Landkreis",Fachgymnasien,3.0,704.0,365.0,26.0,2014
"Osterholz, Landkreis",Fachgymnasien,1.0,333.0,156.0,17.0,2014
"Rotenburg (Wümme), Landkreis",Fachgymnasien,3.0,1064.0,582.0,23.0,2014
"Heidekreis, Landkreis",Fachgymnasien,2.0,496.0,262.0,14.0,2014
"Stade, Landkreis",Fachgymnasien,3.0,680.0,376.0,8.0,2014
"Uelzen, Landkreis",Fachgymnasien,1.0,180.0,105.0,1.0,2014
"Verden, Landkreis",Fachgymnasien,1.0,354.0,198.0,10.0,2014
"Delmenhorst, kreisfreie Stadt",Fachgymnasien,2.0,409.0,192.0,16.0,2014
"Emden, kreisfreie Stadt",Fachgymnasien,2.0,414.0,213.0,12.0,2014
"Oldenburg (Oldenburg), kreisfreie Stadt",Fachgymnasien,3.0,759.0,341.0,20.0,2014
"Osnabrück, kreisfreie Stadt",Fachgymnasien,3.0,672.0,318.0,19.0,2014
"Wilhelmshaven, kreisfreie Stadt",Fachgymnasien,2.0,303.0,168.0,13.0,2014
"Ammerland, Landkreis",Fachgymnasien,1.0,253.0,143.0,4.0,2014
"Aurich, Landkreis",Fachgymnasien,3.0,794.0,410.0,15.0,2014
"Cloppenburg, Landkreis",Fachgymnasien,3.0,881.0,449.0,22.0,2014
"Emsland, Landkreis",Fachgymnasien,5.0,1342.0,744.0,25.0,2014
"Friesland, Landkreis",Fachgymnasien,2.0,509.0,326.0,5.0,2014
"Grafschaft Bentheim, Landkreis",Fachgymnasien,3.0,644.0,304.0,29.0,2014
"Leer, Landkreis",Fachgymnasien,2.0,735.0,422.0,24.0,2014
"Oldenburg, Landkreis",Fachgymnasien,1.0,303.0,152.0,3.0,2014
"Vechta, Landkreis",Fachgymnasien,3.0,610.0,306.0,31.0,2014
"Wesermarsch, Landkreis",Fachgymnasien,1.0,239.0,130.0,8.0,2014
"Bremen, kreisfreie Stadt",Fachgymnasien,6.0,882.0,470.0,73.0,2014
"Bremerhaven, kreisfreie Stadt",Fachgymnasien,3.0,275.0,159.0,6.0,2014
"Düsseldorf, kreisfreie Stadt",Fachgymnasien,8.0,1849.0,932.0,161.0,2014
"Duisburg, kreisfreie Stadt",Fachgymnasien,4.0,588.0,360.0,82.0,2014
"Essen, kreisfreie Stadt",Fachgymnasien,8.0,1093.0,538.0,76.0,2014
"Krefeld, kreisfreie Stadt",Fachgymnasien,3.0,1006.0,461.0,45.0,2014
"Mönchengladbach, kreisfreie Stadt",Fachgymnasien,3.0,446.0,182.0,31.0,2014
"Mülheim an der Ruhr, kreisfreie Stadt",Fachgymnasien,1.0,110.0,46.0,6.0,2014
"Remscheid, kreisfreie Stadt",Fachgymnasien,3.0,219.0,93.0,27.0,2014
"Solingen, kreisfreie Stadt",Fachgymnasien,3.0,295.0,141.0,31.0,2014
"Wuppertal, kreisfreie Stadt",Fachgymnasien,3.0,277.0,61.0,26.0,2014
"Kleve, Kreis",Fachgymnasien,3.0,936.0,525.0,26.0,2014
"Mettmann, Kreis",Fachgymnasien,5.0,842.0,443.0,70.0,2014
Rhein-Kreis Neuss,Fachgymnasien,4.0,480.0,247.0,28.0,2014
"Viersen, Kreis",Fachgymnasien,2.0,314.0,184.0,9.0,2014
"Wesel, Kreis",Fachgymnasien,4.0,1100.0,540.0,64.0,2014
"Bonn, kreisfreie Stadt",Fachgymnasien,4.0,550.0,288.0,30.0,2014
"Köln, kreisfreie Stadt",Fachgymnasien,10.0,1461.0,827.0,205.0,2014
"Leverkusen, kreisfreie Stadt",Fachgymnasien,2.0,475.0,267.0,28.0,2014
Städteregion Aachen (einschl. Stadt Aachen),Fachgymnasien,6.0,675.0,272.0,31.0,2014
"Aachen, krfr. Stadt",Fachgymnasien,3.0,425.0,184.0,14.0,2014
"Düren, Kreis",Fachgymnasien,4.0,428.0,214.0,14.0,2014
Rhein-Erft-Kreis,Fachgymnasien,5.0,714.0,367.0,48.0,2014
"Euskirchen, Kreis",Fachgymnasien,2.0,249.0,174.0,2.0,2014
"Heinsberg, Kreis",Fachgymnasien,3.0,386.0,203.0,16.0,2014
Oberbergischer Kreis,Fachgymnasien,2.0,258.0,168.0,7.0,2014
Rheinisch-Bergischer Kreis,Fachgymnasien,2.0,305.0,163.0,7.0,2014
Rhein-Sieg-Kreis,Fachgymnasien,4.0,608.0,343.0,36.0,2014
"Bottrop, kreisfreie Stadt",Fachgymnasien,1.0,172.0,60.0,7.0,2014
"Gelsenkirchen, kreisfreie Stadt",Fachgymnasien,4.0,445.0,184.0,57.0,2014
"Münster, kreisfreie Stadt",Fachgymnasien,6.0,1164.0,614.0,30.0,2014
"Borken, Kreis",Fachgymnasien,8.0,1460.0,856.0,23.0,2014
"Coesfeld, Kreis",Fachgymnasien,4.0,806.0,471.0,14.0,2014
"Recklinghausen, Kreis",Fachgymnasien,10.0,2062.0,1131.0,85.0,2014
"Steinfurt, Kreis",Fachgymnasien,9.0,2403.0,1310.0,58.0,2014
"Warendorf, Kreis",Fachgymnasien,4.0,507.0,235.0,16.0,2014
"Bielefeld, kreisfreie Stadt",Fachgymnasien,5.0,714.0,431.0,43.0,2014
"Gütersloh, Kreis",Fachgymnasien,5.0,621.0,300.0,38.0,2014
"Herford, Kreis",Fachgymnasien,6.0,898.0,499.0,34.0,2014
"Höxter, Kreis",Fachgymnasien,4.0,419.0,215.0,8.0,2014
"Lippe, Kreis",Fachgymnasien,5.0,857.0,502.0,29.0,2014
"Minden-Lübbecke, Kreis",Fachgymnasien,3.0,677.0,396.0,21.0,2014
"Paderborn, Kreis",Fachgymnasien,5.0,663.0,367.0,16.0,2014
"Bochum, kreisfreie Stadt",Fachgymnasien,3.0,516.0,270.0,27.0,2014
"Dortmund, kreisfreie Stadt",Fachgymnasien,8.0,991.0,476.0,96.0,2014
"Hagen, kreisfreie Stadt",Fachgymnasien,3.0,398.0,206.0,33.0,2014
"Hamm, kreisfreie Stadt",Fachgymnasien,4.0,664.0,415.0,21.0,2014
"Herne, kreisfreie Stadt",Fachgymnasien,2.0,262.0,136.0,17.0,2014
Ennepe-Ruhr-Kreis,Fachgymnasien,2.0,353.0,185.0,39.0,2014
Hochsauerlandkreis,Fachgymnasien,6.0,770.0,508.0,34.0,2014
Märkischer Kreis,Fachgymnasien,6.0,981.0,591.0,62.0,2014
"Olpe, Kreis",Fachgymnasien,1.0,170.0,107.0,10.0,2014
"Siegen-Wittgenstein, Kreis",Fachgymnasien,3.0,555.0,293.0,37.0,2014
"Soest, Kreis",Fachgymnasien,7.0,813.0,463.0,31.0,2014
"Unna, Kreis",Fachgymnasien,5.0,658.0,296.0,32.0,2014
"Darmstadt, kreisfreie Stadt",Fachgymnasien,1.0,404.0,149.0,29.0,2014
"Frankfurt am Main, kreisfreie Stadt",Fachgymnasien,4.0,577.0,207.0,135.0,2014
"Offenbach am Main, kreisfreie Stadt",Fachgymnasien,2.0,422.0,156.0,112.0,2014
"Wiesbaden, Landeshauptstadt, kreisfreie Stadt",Fachgymnasien,2.0,805.0,401.0,74.0,2014
"Bergstraße, Landkreis",Fachgymnasien,1.0,686.0,333.0,52.0,2014
"Darmstadt-Dieburg, Landkreis",Fachgymnasien,1.0,448.0,181.0,49.0,2014
